0.87753,0.57846,2.00144,4.16919,0.59608,2.99465,0.61971,0.50870,2.00369,0.52689,2.01456,0.60152
0.87940,0.57921,2.00312,4.16919,0.59646,2.99465,0.62327,0.50870,2.00331,0.52708,2.01606,0.60302
0.87884,0.57864,2.00312,4.16919,0.59627,2.99465,0.62458,0.50852,2.00294,0.52689,2.01287,0.60189
0.87809,0.57996,2.00237,4.16919,0.59664,2.99465,0.62739,0.50852,2.00181,0.52689,2.01494,0.60246
0.87678,0.57883,2.00725,4.16919,0.59608,2.99465,0.62477,0.50852,2.00125,0.52689,2.01512,0.60021
0.87753,0.57827,2.00256,4.16919,0.59627,2.99465,0.62421,0.50833,2.00237,0.52689,2.01569,0.60058
0.87678,0.57939,2.00950,4.16938,0.59664,2.99465,0.62327,0.50852,2.00462,0.52689,2.01662,0.60096
0.87678,0.57714,2.00444,4.16938,0.59664,2.99465,0.62477,0.50833,2.00462,0.52689,2.01719,0.60321
0.87753,0.57789,2.00387,4.16919,0.59627,2.99465,0.62514,0.50852,2.00387,0.52670,2.01794,0.60264
0.87696,0.57864,2.00556,4.16938,0.59627,2.99465,0.62439,0.50852,2.00200,0.52670,2.01681,0.59946
0.87603,0.57602,2.00481,4.16919,0.59646,2.99465,0.62196,0.50852,2.00425,0.52670,2.01887,0.60377
0.87584,0.57883,2.00537,4.16938,0.59646,2.99465,0.62346,0.50814,2.00181,0.52670,2.01287,0.60321
0.87621,0.57789,2.00800,4.16956,0.59627,2.99465,0.62477,0.50870,2.00331,0.52670,2.01812,0.60639
0.87640,0.57677,1.99656,4.16956,0.59627,2.99465,0.62552,0.50852,2.00219,0.52670,2.01362,0.60264
0.87603,0.57827,2.00331,4.16938,0.59627,2.99465,0.62271,0.50852,2.00237,0.52670,2.01587,0.59983
0.87584,0.57714,2.00594,4.16956,0.59646,2.99465,0.62364,0.50852,2.00350,0.52670,2.01700,0.60264
0.87528,0.57789,2.00462,4.16956,0.59627,2.99465,0.62402,0.50852,2.00181,0.52670,2.01700,0.59908
0.87565,0.57752,2.00331,4.16956,0.59627,2.99465,0.62252,0.50852,2.00294,0.52670,2.01775,0.59983
0.87528,0.57621,2.00387,4.16956,0.59627,2.99465,0.62346,0.50852,2.00200,0.52670,2.01437,0.59889
0.87565,0.57602,2.00312,4.16938,0.59646,2.99465,0.62346,0.50833,2.00275,0.52652,2.01475,0.60227
0.87471,0.57733,2.00087,4.16956,0.59608,2.99465,0.62327,0.50852,2.00275,0.52670,2.01925,0.60058
0.87565,0.57696,2.00556,4.16956,0.59627,2.99465,0.62252,0.50870,2.00125,0.52652,2.01512,0.60208
0.87378,0.57752,2.00162,4.16956,0.59646,2.99465,0.62289,0.50852,2.00200,0.52670,2.01662,0.60433
0.87378,0.57864,2.00556,4.16956,0.59608,2.99465,0.62364,0.50814,2.00275,0.52670,2.01362,0.60564
0.87509,0.57733,2.00612,4.16956,0.59608,2.99465,0.62308,0.50852,2.00462,0.52670,2.01831,0.60058
0.87359,0.57677,2.00444,4.16956,0.59627,2.99465,0.62383,0.50833,2.00369,0.52652,2.01625,0.59964
0.87415,0.57583,2.00519,4.16956,0.59627,2.99465,0.62252,0.50833,2.00331,0.52670,2.01831,0.59983
0.87453,0.57714,2.00237,4.16956,0.59627,2.99465,0.62271,0.50814,2.00369,0.52670,2.01269,0.60171
0.87340,0.57658,2.00500,4.16975,0.59608,2.99465,0.62271,0.50833,2.00256,0.52670,2.01587,0.60021
0.87321,0.57639,2.00387,4.16994,0.59627,2.99465,0.62289,0.50833,2.00162,0.52670,2.01662,0.60433
0.87340,0.57621,2.00444,4.16956,0.59627,2.99465,0.62289,0.50814,2.00237,0.52652,2.01494,0.59852
0.87265,0.57808,2.00087,4.16956,0.59627,2.99465,0.62214,0.50814,2.00387,0.52670,2.01512,0.59983
0.87359,0.57733,2.00594,4.16975,0.59627,2.99465,0.62364,0.50814,2.00125,0.52652,2.01494,0.59983
0.87303,0.57921,2.00162,4.16975,0.59608,2.99465,0.62233,0.50814,2.00406,0.52652,2.01737,0.60133
0.87321,0.57846,2.00050,4.16975,0.59608,2.99465,0.62308,0.50795,2.00275,0.52670,2.01625,0.60302
0.87265,0.57789,2.00519,4.16994,0.59608,2.99447,0.62327,0.50795,2.00312,0.52670,2.01625,0.60021
0.87246,0.57883,2.00312,4.16975,0.59664,2.99465,0.62271,0.50795,2.00425,0.52652,2.01644,0.60058
