673,7,106,17625,17624,17625,2632,2667
682,7,106,17625,17624,17625,2632,2667
665,7,106,17625,17624,17625,2633,2667
678,7,106,17626,17625,17625,2649,2665
632,7,107,17625,17625,17625,2638,2667
680,7,106,17625,17625,17625,2632,2666
622,7,106,17626,17625,17626,2633,2667
668,7,106,17625,17625,17625,2651,2667
667,6,106,17625,17625,17625,2648,2667
663,7,106,17625,17625,17625,2646,2667
669,7,106,17625,17625,17625,2647,2667
670,7,106,17625,17625,17625,2631,2667
667,7,106,17626,17625,17625,2634,2666
664,7,106,17626,17625,17625,2638,2666
659,7,106,17625,17624,17625,2649,2666
590,7,106,17626,17625,17626,2646,2666
689,7,106,17625,17625,17626,2644,2666
668,7,106,17625,17625,17625,2647,2667
692,7,106,17626,17625,17625,2628,2667
654,7,106,17625,17625,17626,2627,2667
696,7,106,17625,17625,17625,2627,2667
694,7,106,17625,17625,17626,2631,2667
675,7,106,17626,17625,17626,2644,2667
668,7,106,17625,17624,17625,2648,2666
625,7,106,17626,17625,17626,2630,2667
688,7,106,17626,17625,17626,2632,2666
665,7,107,17625,17625,17625,2630,2667
684,7,106,17626,17625,17626,2628,2667
697,7,106,17626,17625,17626,2635,2666
695,7,106,17626,17625,17626,2626,2666
694,6,107,17626,17625,17626,2642,2667
706,7,106,17625,17625,17625,2625,2667
657,7,106,17626,17625,17626,2634,2666
693,7,106,17625,17624,17625,2630,2666
676,7,106,17625,17625,17625,2646,2667
687,7,106,17625,17625,17625,2632,2666
702,7,106,17626,17625,17625,2636,2667
672,7,106,17626,17625,17626,2642,2667
708,7,106,17626,17625,17626,2627,2666
684,6,106,17626,17625,17626,2626,2667
708,7,106,17626,17625,17626,2633,2667
703,7,106,17626,17625,17626,2625,2666
731,7,106,17626,17625,17626,2644,2667
724,7,106,17625,17625,17626,2627,2665
695,7,106,17626,17625,17626,2626,2667
708,7,106,17626,17625,17625,2629,2666
699,7,106,17626,17625,17625,2640,2667
729,7,106,17626,17625,17625,2644,2667
717,7,106,17626,17625,17625,2632,2667
707,7,106,17626,17625,17626,2640,2667
663,7,106,17626,17625,17626,2624,2667
722,6,106,17626,17625,17625,2643,2666
740,7,106,17626,17625,17626,2630,2667
733,7,106,17625,17624,17625,2630,2667
729,7,106,17626,17625,17626,2645,2666
666,7,106,17626,17626,17626,2630,2667
737,7,106,17626,17625,17626,2644,2667
724,7,106,17626,17625,17626,2646,2667
739,7,106,17626,17625,17625,2632,2666
716,7,106,17626,17625,17626,2646,2667
730,7,106,17626,17625,17625,2645,2667
740,7,106,17625,17625,17625,2623,2667
756,7,106,17625,17625,17625,2642,2666
748,7,106,17626,17625,17626,2629,2666
727,7,106,17626,17625,17626,2628,2667
716,7,106,17626,17625,17626,2638,2666
712,7,106,17625,17625,17626,2642,2667
732,7,106,17626,17625,17626,2629,2667
715,7,106,17626,17625,17626,2628,2666
753,7,106,17625,17625,17625,2642,2667
732,7,106,17626,17625,17625,2620,2667
765,7,106,17625,17625,17626,2619,2667
750,6,106,17625,17625,17626,2623,2667
761,7,106,17625,17625,17625,2622,2667
757,7,106,17626,17625,17625,2622,2666
716,7,106,17626,17625,17626,2620,2667
745,7,106,17626,17625,17626,2622,2666
699,7,106,17625,17625,17625,2638,2666
757,7,106,17625,17624,17625,2641,2666
753,7,106,17625,17625,17625,2631,2667
765,7,106,17625,17625,17626,2643,2667
751,7,106,17626,17625,17625,2637,2667
786,7,106,17626,17625,17625,2643,2666
772,7,106,17625,17625,17625,2619,2666
765,7,106,17626,17625,17626,2638,2667
764,7,106,17626,17625,17625,2622,2667
740,7,106,17626,17625,17625,2642,2667
776,7,106,17626,17625,17626,2617,2666
742,7,105,17625,17625,17625,2620,2667
791,7,105,17626,17625,17625,2627,2666
771,7,106,17626,17625,17625,2632,2667
771,7,106,17626,17625,17626,2634,2667
783,6,106,17625,17625,17626,2644,2667
786,7,106,17625,17624,17625,2630,2666
783,7,106,17626,17625,17626,2633,2666
726,7,105,17626,17625,17626,2621,2667
816,6,106,17625,17624,17626,2643,2666
798,7,106,17625,17624,17625,2620,2667
803,7,105,17625,17625,17625,2621,2667
799,7,106,17626,17625,17626,2640,2667
796,7,106,17625,17624,17625,2631,2667
798,6,106,17625,17624,17625,2626,2667
795,6,105,17626,17625,17626,2625,2666
770,7,106,17625,17625,17626,2645,2666
774,7,105,17626,17625,17625,2628,2667
787,7,105,17626,17625,17626,2636,2666
790,7,105,17625,17625,17625,2638,2666
811,7,106,17625,17625,17625,2637,2667
769,7,106,17626,17625,17626,2621,2667
827,7,105,17626,17625,17625,2620,2666
813,7,105,17626,17625,17626,2618,2666
830,7,105,17626,17625,17626,2630,2667
807,7,105,17626,17625,17625,2642,2667
828,7,105,17626,17625,17626,2620,2667
818,7,106,17625,17625,17625,2625,2666
783,7,105,17625,17625,17625,2643,2666
841,7,105,17626,17625,17626,2631,2666
812,7,106,17625,17624,17625,2638,2667
830,7,106,17625,17625,17625,2633,2667
815,7,105,17626,17625,17625,2639,2666
831,7,105,17625,17625,17626,2633,2667
765,7,105,17626,17624,17625,2632,2666
837,7,106,17625,17625,17625,2621,2667
846,7,105,17626,17625,17626,2619,2667
834,7,105,17626,17625,17626,2631,2666
818,7,105,17625,17624,17625,2637,2667
803,7,105,17626,17625,17625,2636,2667
832,7,105,17625,17625,17625,2629,2666
825,7,105,17625,17625,17625,2640,2667
836,7,105,17626,17625,17625,2630,2666
816,7,105,17625,17625,17625,2636,2666
826,7,105,17626,17625,17625,2617,2666
842,7,105,17626,17625,17625,2623,2667
859,7,105,17625,17624,17624,2643,2667
829,7,105,17625,17624,17625,2640,2666
802,7,105,17625,17625,17625,2616,2667
823,7,105,17626,17625,17625,2617,2666
844,7,105,17626,17625,17625,2618,2667
838,7,105,17625,17625,17625,2643,2667
845,7,105,17626,17625,17626,2616,2667
847,7,105,17625,17625,17625,2614,2667
823,7,105,17626,17625,17625,2636,2667
863,7,105,17626,17625,17625,2630,2667
854,7,105,17626,17625,17625,2621,2667
849,7,105,17625,17625,17625,2639,2667
849,7,105,17625,17625,17626,2639,2667
824,7,105,17625,17624,17625,2636,2667
856,7,105,17625,17624,17625,2616,2667
797,7,105,17626,17625,17625,2630,2667
872,7,105,17625,17624,17624,2615,2667
859,7,105,17625,17625,17625,2617,2667
868,7,105,17625,17624,17625,2616,2666
873,6,105,17625,17625,17625,2614,2667
871,7,105,17625,17624,17625,2617,2667
860,6,105,17626,17625,17625,2630,2666
835,7,105,17626,17625,17626,2637,2667
818,7,105,17626,17625,17625,2637,2667
809,6,105,17625,17625,17625,2621,2667
861,7,105,17625,17625,17625,2624,2666
852,7,105,17626,17625,17625,2620,2667
876,7,105,17626,17624,17625,2637,2666
838,7,105,17626,17625,17626,2632,2666
879,7,105,17626,17625,17625,2617,2667
888,7,104,17626,17625,17626,2638,2667
880,7,104,17625,17625,17625,2615,2667
873,7,104,17626,17625,17626,2636,2666
839,7,105,17625,17625,17625,2615,2667
864,7,105,17626,17625,17626,2633,2667
856,7,105,17626,17625,17626,2616,2667
890,7,104,17625,17625,17625,2616,2666
878,7,104,17625,17625,17625,2636,2666
860,7,105,17625,17625,17625,2615,2667
899,7,104,17625,17624,17625,2639,2666
876,7,105,17626,17625,17626,2616,2667
860,7,104,17626,17625,17625,2643,2667
859,7,104,17625,17624,17625,2622,2666
873,7,105,17625,17625,17626,2619,2666
884,7,104,17626,17625,17626,2621,2667
895,7,104,17625,17625,17625,2639,2667
867,7,104,17625,17625,17625,2642,2667
896,7,104,17625,17625,17625,2621,2667
882,7,104,17626,17625,17625,2616,2667
895,7,105,17626,17625,17625,2639,2666
876,7,104,17625,17625,17625,2630,2666
890,7,104,17625,17625,17625,2639,2667
901,7,104,17625,17625,17625,2619,2665
859,7,104,17626,17625,17626,2617,2667
898,7,104,17626,17625,17625,2641,2666
867,7,104,17626,17625,17626,2643,2667
917,6,104,17626,17625,17625,2642,2667
898,7,104,17626,17625,17626,2628,2666
925,7,104,17626,17625,17625,2643,2667
901,7,104,17626,17625,17625,2639,2667
901,7,104,17626,17625,17625,2637,2667
916,7,104,17626,17625,17625,2639,2666
901,7,104,17625,17625,17625,2634,2666
892,7,104,17625,17625,17626,2640,2667
893,7,104,17626,17625,17625,2615,2666
930,7,104,17626,17625,17625,2616,2666
910,7,104,17626,17625,17625,2618,2667
932,7,104,17625,17625,17625,2616,2667
883,7,104,17626,17625,17625,2618,2667
928,7,104,17626,17625,17626,2618,2667
935,7,104,17625,17625,17626,2622,2667
950,7,104,17626,17625,17625,2637,2666
938,7,104,17626,17625,17626,2635,2666
913,6,104,17626,17625,17626,2617,2667
925,7,104,17627,17625,17626,2626,2667
