0.98215,0.59871,2.00200,4.14950,0.59721,2.99540,0.62514,0.51639,2.00219,0.53570,2.01212,0.59833,a
0.98159,0.59796,2.00125,4.15100,0.59796,2.99540,0.62533,0.51639,2.00162,0.53552,2.01025,0.60021,a
0.98178,0.59721,2.00369,4.15081,0.59777,2.99540,0.62514,0.51639,2.00331,0.53552,2.01362,0.59702,a
0.98178,0.59739,2.00087,4.15119,0.59758,2.99559,0.62533,0.51639,2.00256,0.53552,2.01362,0.60283,a
0.98065,0.59664,2.00237,4.15063,0.59796,2.99559,0.62514,0.51639,2.00275,0.53552,2.00875,0.60321,a
0.98140,0.59664,2.00481,4.15100,0.59739,2.99559,0.62514,0.51639,2.00237,0.53570,2.01287,0.59796,a
0.98084,0.59664,1.99956,4.15119,0.59758,2.99559,0.62533,0.51639,2.00275,0.53552,2.01175,0.60114,a
0.98028,0.59571,2.00275,4.15138,0.59758,2.99540,0.62533,0.51639,2.00294,0.53552,2.01475,0.60471,a
0.98028,0.59514,1.99975,4.15100,0.59796,2.99540,0.62533,0.51639,2.00275,0.53533,2.01719,0.59852,a
0.98065,0.59533,2.00369,4.15138,0.59758,2.99540,0.62514,0.51639,2.00350,0.53533,2.01231,0.59983,a
0.98047,0.59589,2.00462,4.15138,0.59758,2.99540,0.62496,0.51639,2.00219,0.53533,2.01269,0.60171,a
0.98065,0.59421,1.99844,4.15138,0.59739,2.99540,0.62533,0.51620,2.00256,0.53533,2.01194,0.60246,a
0.97990,0.59514,2.00106,4.15138,0.59777,2.99540,0.62533,0.51639,2.00350,0.53514,2.01194,0.59721,a
0.98009,0.59364,1.99975,4.15138,0.59758,2.99559,0.62533,0.51620,2.00294,0.53533,2.01306,0.60152,a
0.98009,0.59496,2.00162,4.15138,0.59739,2.99540,0.62421,0.51620,2.00256,0.53533,2.01212,0.59871,a
0.97972,0.59496,2.00294,4.15138,0.59721,2.99540,0.62402,0.51639,2.00200,0.53514,2.01325,0.59758,a
0.97953,0.59402,2.00481,4.15138,0.59777,2.99540,0.62439,0.51639,2.00331,0.53514,2.00931,0.59946,a
0.97990,0.59439,2.00387,4.15138,0.59758,2.99540,0.62177,0.51639,2.00312,0.53514,2.01100,0.59889,a
0.97934,0.59514,2.00050,4.15063,0.59758,2.99540,0.62083,0.51639,2.00275,0.53514,2.01287,0.60152,a
0.98009,0.59514,2.00631,4.15175,0.59739,2.99540,0.62158,0.51639,2.00256,0.53514,2.01381,0.59927,a
0.97897,0.59252,2.00219,4.15138,0.59721,2.99540,0.62102,0.51639,2.00256,0.53514,2.01306,0.60114,a
0.97915,0.59383,2.00294,4.15175,0.59758,2.99540,0.62121,0.51639,2.00275,0.53514,2.01306,0.59964,a
0.97934,0.59252,2.00012,4.15156,0.59777,2.99540,0.62046,0.51639,2.00106,0.53514,2.01212,0.60077,a
0.97822,0.59233,1.99900,4.15175,0.59796,2.99559,0.62083,0.51639,2.00275,0.53495,2.01044,0.60358,a
0.97840,0.59458,2.00331,4.15175,0.59739,2.99540,0.62102,0.51639,2.00219,0.53495,2.01006,0.59889,a
0.97822,0.59383,2.00256,4.15175,0.59796,2.99540,0.62102,0.51639,2.00237,0.53495,2.01400,0.59871,a
0.97897,0.59477,2.00181,4.15175,0.59758,2.99540,0.62102,0.51639,2.00219,0.53495,2.01062,0.59814,a
0.97878,0.59177,2.00050,4.15156,0.59758,2.99540,0.62121,0.51620,2.00294,0.53495,2.01175,0.60452,a
0.97972,0.59214,2.00050,4.15175,0.59758,2.99540,0.61746,0.51639,2.00181,0.53495,2.01362,0.60152,a
0.97840,0.59308,2.00275,4.15194,0.59739,2.99540,0.61764,0.51639,2.00237,0.53495,2.01344,0.60246,a
0.97897,0.59402,1.99806,4.15194,0.59739,2.99540,0.61764,0.51639,2.00181,0.53495,2.01512,0.59927,a
0.97784,0.59271,2.00500,4.15213,0.59739,2.99540,0.61764,0.51639,2.00275,0.53495,2.00987,0.59964,a
0.97803,0.59233,2.00294,4.15175,0.59758,2.99540,0.61783,0.51620,2.00350,0.53495,2.00894,0.60227,a
0.97840,0.59177,2.00387,4.15194,0.59721,2.99540,0.61783,0.51639,2.00200,0.53514,2.00912,0.59889,a
0.97859,0.59308,2.00162,4.15194,0.59777,2.99540,0.61783,0.51639,2.00312,0.53477,2.01025,0.60114,a
0.97784,0.59421,2.00387,4.15213,0.59739,2.99540,0.61764,0.51620,2.00331,0.53495,2.01119,0.60152,a
0.97765,0.59271,2.00256,4.15213,0.59758,2.99540,0.61764,0.51620,2.00331,0.53477,2.01137,0.59889,a
0.97784,0.59158,2.00537,4.15044,0.59739,2.99540,0.61802,0.51639,2.00275,0.53477,2.01006,0.60321,a
0.97803,0.59139,2.00331,4.15081,0.59739,2.99540,0.61802,0.51620,2.00369,0.53458,2.01344,0.60471,a
0.97822,0.59308,2.00125,4.15081,0.59721,2.99540,0.61783,0.51620,2.00444,0.53439,2.01062,0.60339,a
